sep=,
Epoch,Training Error,Validation Error
353,0.067716,0.064981
354,0.067727,0.065372
355,0.067725,0.064947
356,0.067702,0.065330
357,0.067688,0.064913
358,0.067677,0.065317
359,0.067678,0.064903
360,0.067682,0.065307
361,0.067671,0.064853
362,0.067635,0.065238
363,0.067608,0.064800
364,0.067584,0.065196
365,0.067571,0.064769
366,0.067561,0.065185
367,0.067562,0.064761
368,0.067566,0.064885
369,0.067289,0.064371
370,0.067065,0.064606
371,0.067043,0.064321
372,0.067021,0.064568
373,0.067010,0.064285
374,0.066997,0.064550
375,0.066995,0.064263
376,0.066992,0.064553
377,0.066998,0.064257
378,0.067006,0.064566
379,0.067010,0.064236
380,0.066999,0.064530
381,0.066979,0.064192
382,0.066959,0.064494
383,0.066947,0.064161
384,0.066936,0.064476
385,0.066932,0.064142
386,0.066929,0.064480
387,0.066935,0.064140
388,0.066943,0.064485
389,0.066940,0.064109
390,0.066919,0.064237
391,0.066719,0.063936
392,0.066702,0.064209
393,0.066694,0.063910
394,0.066686,0.064201
395,0.066687,0.063897
396,0.066688,0.064196
397,0.066682,0.063865
398,0.066660,0.064156
399,0.066646,0.063831
400,0.066631,0.064131
401,0.066624,0.063807
402,0.066616,0.064123
403,0.066616,0.063796
404,0.066616,0.064113
405,0.066607,0.063757
406,0.066579,0.064060
407,0.066559,0.063715
408,0.066538,0.064023
409,0.066525,0.063684
410,0.066511,0.064001
411,0.066505,0.063665
412,0.066499,0.063997
413,0.066501,0.063657
414,0.066503,0.063989
415,0.066493,0.063618
416,0.066463,0.063932
417,0.066441,0.063574
418,0.066418,0.063890
419,0.066403,0.063541
420,0.066387,0.063865
421,0.066379,0.063518
422,0.066371,0.063855
423,0.066370,0.063508
424,0.066369,0.063863
425,0.066376,0.063363
426,0.066188,0.063477
427,0.066034,0.063234
428,0.066022,0.063460
429,0.066017,0.063214
430,0.066012,0.063460
431,0.066015,0.063205
432,0.066018,0.063463
433,0.066017,0.063182
434,0.066002,0.063438
435,0.065995,0.063158
436,0.065985,0.063424
437,0.065982,0.063142
438,0.065977,0.063423
439,0.065979,0.063134
440,0.065981,0.063418
441,0.065975,0.063104
442,0.065952,0.063223
443,0.065804,0.062976
444,0.065787,0.063193
445,0.065776,0.062949
446,0.065765,0.063175
447,0.065759,0.062929
448,0.065752,0.063167
449,0.065751,0.062915
450,0.065749,0.063172
451,0.065753,0.062911
452,0.065758,0.063176
453,0.065756,0.062888
454,0.065740,0.063147
455,0.065729,0.062863
456,0.065717,0.063127
457,0.065711,0.062843
458,0.065703,0.063118
459,0.065701,0.062831
460,0.065699,0.063120
461,0.065702,0.062827
462,0.065705,0.063117
463,0.065698,0.062695
464,0.065532,0.062912
465,0.065516,0.062662
466,0.065501,0.062883
467,0.065489,0.062637
468,0.065478,0.062863
469,0.065471,0.062617
470,0.065464,0.062853
471,0.065460,0.062603
472,0.065457,0.062853
473,0.065459,0.062596
474,0.065460,0.062850
475,0.065455,0.062570
476,0.065436,0.062814
477,0.065422,0.062540
478,0.065407,0.062787
479,0.065397,0.062516
480,0.065386,0.062768
481,0.065379,0.062498
482,0.065372,0.062758
483,0.065369,0.062486
484,0.065366,0.062758
485,0.065367,0.062480
486,0.065369,0.062752
487,0.065360,0.062450
488,0.065338,0.062707
489,0.065319,0.062415
490,0.065301,0.062672
491,0.065286,0.062387
492,0.065272,0.062645
493,0.065261,0.062364
494,0.065251,0.062628
495,0.065244,0.062347
496,0.065238,0.062620
497,0.065235,0.062244
498,0.065103,0.062352
499,0.065004,0.062163
500,0.064996,0.062341
501,0.064992,0.062148
502,0.064988,0.062340
503,0.064988,0.062138
504,0.064989,0.062349
505,0.064993,0.062130
506,0.064991,0.062338
507,0.064983,0.062110
508,0.064975,0.062325
509,0.064969,0.062095
510,0.064964,0.062319
511,0.064962,0.062084
512,0.064961,0.062322
513,0.064963,0.062011
514,0.064866,0.062109
515,0.064783,0.061942
516,0.064773,0.062090
517,0.064764,0.061922
518,0.064756,0.062076
519,0.064750,0.061904
520,0.064744,0.062067
521,0.064740,0.061889
522,0.064737,0.062065
523,0.064736,0.061879
524,0.064736,0.062072
525,0.064739,0.061875
526,0.064743,0.062079
527,0.064743,0.061861
528,0.064735,0.062057
529,0.064722,0.061835
530,0.064708,0.062030
531,0.064697,0.061812
532,0.064685,0.062007
533,0.064676,0.061791
534,0.064666,0.061991
535,0.064659,0.061774
536,0.064652,0.061979
537,0.064647,0.061760
538,0.064643,0.061877
539,0.064559,0.061656
540,0.064493,0.061788
541,0.064486,0.061638
542,0.064479,0.061778
543,0.064474,0.061622
544,0.064469,0.061773
545,0.064466,0.061610
546,0.064464,0.061774
547,0.064464,0.061601
548,0.064465,0.061776
549,0.064463,0.061587
550,0.064455,0.061762
551,0.064449,0.061571
552,0.064443,0.061752
553,0.064439,0.061557
554,0.064435,0.061668
555,0.064367,0.061474
556,0.064312,0.061593
557,0.064305,0.061456
558,0.064299,0.061583
559,0.064294,0.061441
560,0.064289,0.061578
561,0.064286,0.061428
562,0.064283,0.061579
563,0.064283,0.061420
564,0.064283,0.061587
565,0.064287,0.061412
566,0.064285,0.061582
567,0.064280,0.061398
568,0.064275,0.061575
569,0.064272,0.061348
570,0.064207,0.061434
571,0.064157,0.061307
572,0.064150,0.061423
573,0.064144,0.061291
574,0.064138,0.061415
575,0.064134,0.061277
576,0.064130,0.061411
577,0.064128,0.061265
578,0.064126,0.061413
579,0.064126,0.061257
580,0.064127,0.061416
581,0.064125,0.061245
582,0.064118,0.061405
583,0.064113,0.061231
584,0.064108,0.061331
585,0.064051,0.061163
586,0.064005,0.061266
587,0.063998,0.061146
588,0.063991,0.061255
589,0.063986,0.061131
590,0.063980,0.061247
591,0.063975,0.061117
592,0.063971,0.061242
593,0.063968,0.061105
594,0.063965,0.061242
595,0.063965,0.061096
596,0.063964,0.061249
597,0.063967,0.061092
598,0.063970,0.061257
599,0.063970,0.061050
600,0.063912,0.061125
601,0.063865,0.061011
602,0.063855,0.061106
603,0.063846,0.060992
604,0.063837,0.061088
605,0.063828,0.060975
606,0.063820,0.061071
607,0.063812,0.060958
608,0.063804,0.061057
609,0.063797,0.060941
610,0.063790,0.061044
611,0.063784,0.060926
612,0.063777,0.061033
613,0.063772,0.060911
614,0.063766,0.061025
615,0.063762,0.060898
616,0.063757,0.061020
617,0.063754,0.060887
618,0.063751,0.061019
619,0.063750,0.060878
620,0.063748,0.061023
621,0.063749,0.060872
622,0.063751,0.060969
623,0.063704,0.060815
624,0.063662,0.060908
625,0.063654,0.060799
626,0.063647,0.060894
627,0.063640,0.060783
628,0.063633,0.060882
629,0.063627,0.060769
630,0.063620,0.060872
631,0.063615,0.060755
632,0.063610,0.060864
633,0.063605,0.060742
634,0.063601,0.060858
635,0.063597,0.060731
636,0.063594,0.060856
637,0.063592,0.060721
638,0.063591,0.060859
639,0.063591,0.060693
640,0.063552,0.060767
641,0.063517,0.060664
642,0.063511,0.060757
643,0.063506,0.060651
644,0.063501,0.060750
645,0.063497,0.060638
646,0.063492,0.060746
647,0.063489,0.060627
648,0.063486,0.060744
649,0.063485,0.060618
650,0.063483,0.060748
651,0.063484,0.060612
652,0.063485,0.060702
653,0.063445,0.060565
654,0.063410,0.060650
655,0.063403,0.060550
656,0.063396,0.060638
657,0.063390,0.060536
658,0.063384,0.060628
659,0.063378,0.060523
660,0.063372,0.060619
661,0.063368,0.060510
662,0.063363,0.060612
663,0.063359,0.060498
664,0.063355,0.060608
665,0.063352,0.060488
666,0.063349,0.060607
667,0.063347,0.060463
668,0.063315,0.060532
669,0.063288,0.060440
670,0.063284,0.060527
671,0.063280,0.060429
672,0.063277,0.060525
673,0.063274,0.060419
674,0.063272,0.060527
675,0.063272,0.060411
676,0.063272,0.060534
677,0.063273,0.060405
678,0.063273,0.060533
679,0.063269,0.060395
680,0.063266,0.060483
681,0.063227,0.060351
682,0.063195,0.060437
683,0.063190,0.060339
684,0.063185,0.060431
685,0.063181,0.060327
686,0.063178,0.060427
687,0.063174,0.060317
688,0.063172,0.060426
689,0.063170,0.060308
690,0.063168,0.060429
691,0.063168,0.060302
692,0.063169,0.060436
693,0.063171,0.060276
694,0.063133,0.060345
695,0.063099,0.060250
696,0.063093,0.060335
697,0.063087,0.060237
698,0.063081,0.060325
699,0.063076,0.060225
700,0.063071,0.060317
701,0.063066,0.060213
702,0.063061,0.060310
703,0.063057,0.060202
704,0.063053,0.060305
705,0.063050,0.060192
706,0.063047,0.060268
707,0.063019,0.060161
708,0.062995,0.060234
709,0.062991,0.060149
710,0.062986,0.060228
711,0.062982,0.060138
712,0.062978,0.060224
713,0.062975,0.060127
714,0.062973,0.060223
715,0.062971,0.060119
716,0.062969,0.060226
717,0.062969,0.060112
718,0.062970,0.060234
719,0.062971,0.060090
720,0.062940,0.060157
721,0.062911,0.060068
722,0.062906,0.060148
723,0.062901,0.060056
724,0.062896,0.060141
725,0.062891,0.060045
726,0.062887,0.060135
727,0.062883,0.060034
728,0.062879,0.060130
729,0.062876,0.060025
730,0.062873,0.060129
731,0.062871,0.060016
732,0.062869,0.060094
733,0.062842,0.059986
734,0.062819,0.060061
735,0.062815,0.059975
736,0.062811,0.060058
737,0.062808,0.059966
738,0.062806,0.060058
739,0.062804,0.059957
740,0.062803,0.060061
741,0.062803,0.059951
742,0.062803,0.060069
743,0.062805,0.059947
744,0.062805,0.060069
745,0.062802,0.059920
746,0.062767,0.059987
747,0.062738,0.059899
748,0.062733,0.059980
749,0.062729,0.059888
750,0.062725,0.059975
