sep=,
Epoch,Training Error,Validation Error
355,0.041320,0.043692
356,0.041207,0.042878
357,0.041238,0.043683
358,0.041184,0.042784
359,0.041141,0.043518
360,0.041003,0.042668
361,0.041018,0.043468
362,0.040939,0.042533
363,0.040871,0.043250
364,0.040703,0.042368
365,0.040693,0.043144
366,0.040582,0.042307
367,0.040632,0.043154
368,0.040579,0.042221
369,0.040542,0.042983
370,0.040391,0.042100
371,0.040411,0.042924
372,0.040319,0.041948
373,0.040243,0.042674
374,0.040050,0.041755
375,0.040030,0.042537
376,0.039896,0.041664
377,0.039933,0.042510
378,0.039856,0.041539
379,0.039795,0.042287
380,0.039614,0.041370
381,0.039608,0.042174
382,0.039485,0.041301
383,0.039537,0.042172
384,0.039470,0.041194
385,0.039420,0.041964
386,0.039243,0.041038
387,0.039247,0.041864
388,0.039128,0.040841
389,0.039024,0.041558
390,0.038801,0.040597
391,0.038750,0.041364
392,0.038588,0.040452
393,0.038590,0.041276
394,0.038484,0.040269
395,0.038384,0.040991
396,0.038178,0.040043
397,0.038129,0.040813
398,0.037982,0.039913
399,0.037985,0.040739
400,0.037892,0.038571
401,0.036408,0.039155
402,0.036271,0.038407
403,0.036226,0.039036
404,0.036132,0.038314
405,0.036128,0.038998
406,0.036076,0.038296
407,0.036116,0.039046
408,0.036108,0.038269
409,0.036092,0.038972
410,0.036018,0.038223
411,0.036047,0.038983
412,0.036015,0.038159
413,0.035977,0.038854
414,0.035871,0.038067
415,0.035876,0.038809
416,0.035812,0.037950
417,0.035742,0.038615
418,0.035602,0.037801
419,0.035574,0.038503
420,0.035476,0.037726
421,0.035490,0.038473
422,0.035433,0.037621
423,0.035371,0.038289
424,0.035234,0.037482
425,0.035213,0.038186
426,0.035117,0.037415
427,0.035138,0.038163
428,0.035082,0.037315
429,0.035023,0.037979
430,0.034882,0.037177
431,0.034864,0.037874
432,0.034765,0.037109
433,0.034788,0.037848
434,0.034727,0.037005
435,0.034668,0.037656
436,0.034520,0.036859
437,0.034500,0.037543
438,0.034393,0.036783
439,0.034414,0.037506
440,0.034345,0.036670
441,0.034282,0.037302
442,0.034126,0.036513
443,0.034101,0.037175
444,0.033986,0.036425
445,0.033999,0.037122
446,0.033921,0.036297
447,0.033851,0.036903
448,0.033687,0.036127
449,0.033653,0.036758
450,0.033529,0.036022
451,0.033532,0.036685
452,0.033443,0.035879
453,0.033365,0.036450
454,0.033194,0.035695
455,0.033150,0.036288
456,0.033018,0.035574
457,0.033009,0.036192
458,0.032911,0.035512
459,0.032937,0.036162
460,0.032871,0.035411
461,0.032818,0.035974
462,0.032669,0.035268
463,0.032650,0.035851
464,0.032535,0.035182
465,0.032549,0.035791
466,0.032465,0.034197
467,0.031379,0.034613
468,0.031262,0.034067
469,0.031226,0.034498
470,0.031135,0.033979
471,0.031123,0.034428
472,0.031054,0.033931
473,0.031068,0.034405
474,0.031021,0.033866
475,0.030990,0.034287
476,0.030893,0.033777
477,0.030886,0.034214
478,0.030810,0.033730
479,0.030829,0.034186
480,0.030775,0.033660
481,0.030745,0.034057
482,0.030636,0.033563
483,0.030630,0.033972
484,0.030543,0.033506
485,0.030562,0.033932
486,0.030496,0.033424
487,0.030463,0.033787
488,0.030342,0.033314
489,0.030332,0.033686
490,0.030233,0.033242
491,0.030246,0.033627
492,0.030167,0.033144
493,0.030129,0.033465
494,0.029995,0.033017
495,0.029978,0.033345
496,0.029868,0.032928
497,0.029872,0.033266
498,0.029781,0.032814
499,0.029736,0.033090
500,0.029595,0.032673
501,0.029569,0.032954
502,0.029451,0.032568
503,0.029444,0.032856
504,0.029345,0.032496
505,0.029357,0.032794
506,0.029276,0.032400
507,0.029243,0.032641
508,0.029114,0.032278
509,0.029098,0.032525
510,0.028990,0.032188
511,0.028991,0.032442
512,0.028900,0.032076
513,0.028857,0.032276
514,0.028724,0.031940
515,0.028697,0.032145
516,0.028584,0.031835
517,0.028573,0.032045
518,0.028477,0.031758
519,0.028481,0.031975
520,0.028400,0.031661
521,0.028366,0.031829
522,0.028245,0.031542
523,0.028225,0.031714
524,0.028122,0.031449
525,0.028115,0.031627
526,0.028027,0.031381
527,0.028034,0.031565
528,0.027959,0.031294
529,0.027930,0.031434
530,0.027819,0.031186
531,0.027803,0.031330
532,0.027707,0.031102
533,0.027703,0.031251
534,0.027621,0.031040
535,0.027630,0.031196
536,0.027560,0.030960
537,0.027534,0.031075
538,0.027430,0.030859
539,0.027416,0.030979
540,0.027326,0.030780
541,0.027323,0.030905
542,0.027245,0.030723
543,0.027254,0.030853
544,0.027187,0.030290
545,0.026752,0.030365
546,0.026679,0.030208
547,0.026656,0.030284
548,0.026591,0.030140
549,0.026575,0.030218
550,0.026518,0.030085
551,0.026510,0.030167
552,0.026460,0.030044
553,0.026460,0.030130
554,0.026417,0.029992
555,0.026399,0.030054
556,0.026334,0.029928
557,0.026323,0.029992
558,0.026265,0.029877
559,0.026262,0.029944
560,0.026212,0.029840
561,0.026217,0.029911
562,0.026174,0.029791
563,0.026158,0.029837
564,0.026092,0.029728
565,0.026084,0.029776
566,0.026025,0.029678
567,0.026025,0.029730
568,0.025973,0.029643
569,0.025981,0.029698
570,0.025936,0.029594
571,0.025922,0.029623
572,0.025853,0.029529
573,0.025846,0.029561
574,0.025785,0.029478
575,0.025786,0.029513
576,0.025731,0.029413
577,0.025709,0.029422
578,0.025632,0.029333
579,0.025616,0.029345
580,0.025548,0.029266
581,0.025538,0.029281
582,0.025477,0.029211
583,0.025473,0.029230
584,0.025419,0.029169
585,0.025422,0.029190
586,0.025374,0.029113
587,0.025356,0.029110
588,0.025286,0.029042
589,0.025273,0.029042
590,0.025212,0.028983
591,0.025204,0.028986
592,0.025149,0.028935
593,0.025148,0.028942
594,0.025099,0.028899
595,0.025104,0.028909
596,0.025060,0.028850
597,0.025045,0.028836
598,0.024980,0.028785
599,0.024970,0.028775
600,0.024912,0.028732
601,0.024907,0.028725
602,0.024856,0.028690
603,0.024857,0.028685
604,0.024811,0.028634
605,0.024791,0.028608
606,0.024725,0.028564
607,0.024710,0.028542
608,0.024651,0.028504
609,0.024641,0.028486
610,0.024589,0.028455
611,0.024583,0.028439
612,0.024536,0.028416
613,0.024536,0.028403
614,0.024494,0.028386
615,0.024500,0.028376
616,0.024462,0.028131
